"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Director","55000","90000","Director","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Director","55000","90000","Director","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Director","55000","90000","Director","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Casework","5","Director","55000","90000","Director","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 2","20056","24378","Project Support Officer","0.6","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 2","20056","24378","Project Support Officer","0.6","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 2","20056","24378","Project Support Officer","0.6","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 2","20056","24378","Project Support Officer","0.6","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 3","26815","32595","Policy Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 3","26815","32595","Policy Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 3","26815","32595","Policy Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 3","26815","32595","Policy Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 3","26815","32595","Team Leader","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 3","26815","32595","Team Leader","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 3","26815","32595","Team Leader","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 3","26815","32595","Team Leader","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 4","34224","41600","Policy Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 4","34224","41600","Policy Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 4","34224","41600","Policy Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 4","34224","41600","Policy Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 4","34224","41600","Project Manager","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 4","34224","41600","Project Manager","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 4","34224","41600","Project Manager","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 4","34224","41600","Project Manager","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 4","34224","41600","Senior Policy Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 4","34224","41600","Senior Policy Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 4","34224","41600","Senior Policy Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 4","34224","41600","Senior Policy Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 5","43680","53093","Head","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 5","43680","53093","Head","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 5","43680","53093","Head","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 5","43680","53093","Head","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 5","43680","53093","Senior Professional","5.96","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 5","43680","53093","Senior Professional","5.96","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 5","43680","53093","Senior Professional","5.96","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Enforcement","5","Level 5","43680","53093","Senior Professional","5.96","Law"
"Home Office","Equality and Human Rights Commission","Legal, Group Directorate","5","Level 1","15000","18233","Administrator","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Group Directorate","5","Level 1","15000","18233","Administrator","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Group Directorate","5","Level 1","15000","18233","Administrator","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Group Directorate","5","Level 1","15000","18233","Administrator","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Group Directorate","5","Level 2","20056","24378","Service Support Coordinator","3.93","Law"
"Home Office","Equality and Human Rights Commission","Legal, Group Directorate","5","Level 2","20056","24378","Service Support Coordinator","3.93","Law"
"Home Office","Equality and Human Rights Commission","Legal, Group Directorate","5","Level 2","20056","24378","Service Support Coordinator","3.93","Law"
"Home Office","Equality and Human Rights Commission","Legal, Group Directorate","5","Level 2","20056","24378","Service Support Coordinator","3.93","Law"
"Home Office","Equality and Human Rights Commission","Legal, Group Directorate","5","Level 3","26815","32595","Executive Assistant","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Group Directorate","5","Level 3","26815","32595","Executive Assistant","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Group Directorate","5","Level 3","26815","32595","Executive Assistant","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Group Directorate","5","Level 3","26815","32595","Executive Assistant","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Group Directorate","5","Level 5","43680","53093","Head","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Group Directorate","5","Level 5","43680","53093","Head","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Group Directorate","5","Level 5","43680","53093","Head","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Group Directorate","5","Level 5","43680","53093","Head","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Group Directorate","5","Level 5","43680","53093","Programme Manager","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Group Directorate","5","Level 5","43680","53093","Programme Manager","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Group Directorate","5","Level 5","43680","53093","Programme Manager","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Group Directorate","5","Level 5","43680","53093","Programme Manager","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Human Rights","5","Director","55000","90000","Director","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Human Rights","5","Director","55000","90000","Director","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Human Rights","5","Director","55000","90000","Director","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Human Rights","5","Director","55000","90000","Director","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Human Rights","5","Level 5","43680","53093","Head","4","Law"
"Home Office","Equality and Human Rights Commission","Legal, Human Rights","5","Level 5","43680","53093","Head","4","Law"
"Home Office","Equality and Human Rights Commission","Legal, Human Rights","5","Level 5","43680","53093","Head","4","Law"
"Home Office","Equality and Human Rights Commission","Legal, Human Rights","5","Level 5","43680","53093","Head","4","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Policy","5","Director","55000","90000","Director","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Policy","5","Director","55000","90000","Director","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Policy","5","Director","55000","90000","Director","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Policy","5","Director","55000","90000","Director","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Policy","5","Level 2","20056","24378","Service Support Coordinator","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Policy","5","Level 2","20056","24378","Service Support Coordinator","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Policy","5","Level 2","20056","24378","Service Support Coordinator","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Policy","5","Level 2","20056","24378","Service Support Coordinator","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Policy","5","Level 3","26815","32595","Policy Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Policy","5","Level 3","26815","32595","Policy Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Policy","5","Level 3","26815","32595","Policy Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Policy","5","Level 3","26815","32595","Policy Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Policy","5","Level 4","34224","41600","Senior Policy Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Policy","5","Level 4","34224","41600","Senior Policy Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Policy","5","Level 4","34224","41600","Senior Policy Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Policy","5","Level 4","34224","41600","Senior Policy Officer","1","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Policy","5","Level 5","43680","53093","Senior Professional","5.49","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Policy","5","Level 5","43680","53093","Senior Professional","5.49","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Policy","5","Level 5","43680","53093","Senior Professional","5.49","Law"
"Home Office","Equality and Human Rights Commission","Legal, Legal Policy","5","Level 5","43680","53093","Senior Professional","5.49","Law"
"Home Office","Equality and Human Rights Commission","Regulation, Group Directorate","4","Level 3","26815","32595","Executive Assistant","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Group Directorate","4","Level 3","26815","32595","Executive Assistant","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Group Directorate","4","Level 3","26815","32595","Executive Assistant","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Group Directorate","4","Level 3","26815","32595","Executive Assistant","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Group Directorate","4","Level 5","43680","53093","Programme Manager","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Group Directorate","4","Level 5","43680","53093","Programme Manager","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Group Directorate","4","Level 5","43680","53093","Programme Manager","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Group Directorate","4","Level 5","43680","53093","Programme Manager","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Director","55000","90000","Director","3.4","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Director","55000","90000","Director","3.8","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Director","55000","90000","Director","3.4","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Director","55000","90000","Director","3.8","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 1","15000","18233","Administrator","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 1","15000","18233","Administrator","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 1","15000","18233","Administrator","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 1","15000","18233","Administrator","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 1","15000","18233","Support Worker","0.5","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 1","15000","18233","Support Worker","0.5","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 1","15000","18233","Support Worker","0.5","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 1","15000","18233","Support Worker","0.5","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 2","20056","24378","Administrator","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 2","20056","24378","Administrator","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 2","20056","24378","Administrator","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 2","20056","24378","Administrator","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 2","20056","24378","Service Support Coordinator","3.58","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 2","20056","24378","Service Support Coordinator","3.58","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 2","20056","24378","Service Support Coordinator","3.58","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 2","20056","24378","Service Support Coordinator","3.58","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 3","26815","32595","Knowledge Information Management Support Officer","2","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 3","26815","32595","Knowledge Information Management Support Officer","2","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 3","26815","32595","Knowledge Information Management Support Officer","2","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 3","26815","32595","Knowledge Information Management Support Officer","2","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 3","26815","32595","Policy Officer","8.5","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 3","26815","32595","Policy Officer","8.5","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 3","26815","32595","Policy Officer","8.5","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 3","26815","32595","Policy Officer","8.5","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 4","34224","41600","Knowledge Information Management Manager","0.63","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 4","34224","41600","Knowledge Information Management Manager","0.63","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 4","34224","41600","Knowledge Information Management Manager","0.63","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 4","34224","41600","Knowledge Information Management Manager","0.63","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 4","34224","41600","Policy Manager","18.82","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 4","34224","41600","Policy Manager","18.82","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 4","34224","41600","Policy Manager","18.82","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 4","34224","41600","Policy Manager","18.82","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 4","34224","41600","Project Officer","3","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 4","34224","41600","Project Officer","3","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 4","34224","41600","Project Officer","3","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 4","34224","41600","Project Officer","3","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 4","34224","41600","Senior Stakeholder Relations Officer","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 4","34224","41600","Senior Stakeholder Relations Officer","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 4","34224","41600","Senior Stakeholder Relations Officer","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 4","34224","41600","Senior Stakeholder Relations Officer","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 4","34224","41600","Business Manager","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 4","34224","41600","Business Manager","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 4","34224","41600","Business Manager","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 4","34224","41600","Business Manager","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 5","43680","53093","Head","8.56","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 5","43680","53093","Head","8.56","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 5","43680","53093","Head","8.56","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 5","43680","53093","Head","8.56","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 5","43680","53093","Programme Manager","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 5","43680","53093","Programme Manager","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 5","43680","53093","Programme Manager","1","Policy"
"Home Office","Equality and Human Rights Commission","Regulation, Policy","4","Level 5","43680","53093","Programme Manager","1","Policy"
"Home Office","Equality and Human Rights Commission","Scotland","1","Director","55000","90000","Director","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Director","55000","90000","Director","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Director","55000","90000","Director","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Director","55000","90000","Director","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 1","15000","18233","Administrator","1.5","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 1","15000","18233","Administrator","1.5","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 1","15000","18233","Administrator","1.5","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 1","15000","18233","Administrator","1.5","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 2","20056","24378","Service Support Coordinator","2.8","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 2","20056","24378","Service Support Coordinator","2.8","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 2","20056","24378","Service Support Coordinator","2.8","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 2","20056","24378","Service Support Coordinator","2.8","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 3","26815","32595","Caseworker","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 3","26815","32595","Caseworker","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 3","26815","32595","Caseworker","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 3","26815","32595","Caseworker","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 3","26815","32595","Communications Officer","3","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 3","26815","32595","Communications Officer","3","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 3","26815","32595","Communications Officer","3","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 3","26815","32595","Communications Officer","3","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 3","26815","32595","Operations Officer","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 3","26815","32595","Operations Officer","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 3","26815","32595","Operations Officer","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 3","26815","32595","Operations Officer","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 3","26815","32595","Operational Researcher","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 3","26815","32595","Operational Researcher","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 3","26815","32595","Operational Researcher","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 3","26815","32595","Operational Researcher","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 3","26815","32595","Policy Officer","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 3","26815","32595","Policy Officer","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 3","26815","32595","Policy Officer","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 3","26815","32595","Policy Officer","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Business Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Business Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Business Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Business Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Communications Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Communications Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Communications Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Communications Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Operational Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Operational Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Operational Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Operational Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Operations Officer","0.92","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Operations Officer","0.92","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Operations Officer","0.92","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Operations Officer","0.92","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Policy Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Policy Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Policy Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Policy Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Research Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Research Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Research Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Research Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Grants Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Grants Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Grants Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 4","34224","41600","Grants Manager","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 5","43680","53093","Head","3","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 5","43680","53093","Head","3","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 5","43680","53093","Head","3","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 5","43680","53093","Head","3","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 5","43680","53093","Senior Legal Adviser","0.75","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 5","43680","53093","Senior Legal Adviser","0.75","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 5","43680","53093","Senior Legal Adviser","0.75","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 5","43680","53093","Senior Legal Adviser","0.75","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 5","43680","53093","Senior Professional","1.29","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 5","43680","53093","Senior Professional","1.29","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 5","43680","53093","Senior Professional","1.29","Operational delivery"
"Home Office","Equality and Human Rights Commission","Scotland","1","Level 5","43680","53093","Senior Professional","1.29","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Director","55000","90000","Director","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Director","55000","90000","Director","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Director","55000","90000","Director","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Director","55000","90000","Director","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 1","15000","18233","Administrator","2","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 1","15000","18233","Administrator","2","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 1","15000","18233","Administrator","2","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 1","15000","18233","Administrator","2","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 2","20056","24378","Communications support officer","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 2","20056","24378","Communications support officer","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 2","20056","24378","Communications support officer","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 2","20056","24378","Communications support officer","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 2","20056","24378","Operations Support Officer","2","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 2","20056","24378","Operations Support Officer","2","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 2","20056","24378","Operations Support Officer","2","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 2","20056","24378","Operations Support Officer","2","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 2","20056","24378","Project Support Officer","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 2","20056","24378","Project Support Officer","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 2","20056","24378","Project Support Officer","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 2","20056","24378","Project Support Officer","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Administrator","0.61","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Administrator","0.61","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Administrator","0.61","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Administrator","0.61","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Communications Officer","2","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Communications Officer","2","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Communications Officer","2","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Communications Officer","2","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Facilities Assistant","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Facilities Assistant","1","Operational delivery"
"Home Office","Equality and Human Rights Commission","Wales","1","Level 3","26815","32595","Facilities Assistant","1","Operational delivery"
