"Parent Department","Organisation","Unit","Reporting Senior Post","Grade","Payscale Minimum (£)","Payscale Maximum (£)","Generic Job Title","Number of Posts in FTE","Professional/Occupational Group"
"Department for International Development","Department for International Development","Policy & International","B108","B2 (EO)","22106","27850","Administrator","10.8","Policy"
"Department for International Development","Department for International Development","Policy & International","B108","C1 (AO)","19249","22981","Administrator","6","Policy"
"Department for International Development","Department for International Development","Policy & International","A23","A1 (G6)","59265","69585","Administrator","2.5","Policy"
"Department for International Development","Department for International Development","Policy & International","A23","B1D (Faststream)","26800","36827","Administrator","1.6","Policy"
"Department for International Development","Department for International Development","Policy & International","A23","B2 (EO)","22106","27850","Administrator","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A23","C1 (AO)","19249","22981","Administrator","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A22","A1 (G6)","59265","69585","Administrator","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A22","B1 (HEO)","29118","35225","Administrator","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A22","B1 (HEO)","29118","35225","Administrator","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A10","A1 (G6)","59265","69585","Administrator","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A10","B2 (EO)","22106","27850","Administrator","1","Policy"
"Department for International Development","Department for International Development","Policy & International","A10","B2 (EO)","22106","27850","Administrator","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B43","A1 (G6)","59265","69585","Administrator","10.6","Policy"
"Department for International Development","Department for International Development","Policy & International","B43","A2 (G7)","47459","57441","Administrator","27.2","Policy"
"Department for International Development","Department for International Development","Policy & International","B43","A2L (SEO)","38894","44817","Administrator","5","Policy"
"Department for International Development","Department for International Development","Policy & International","B43","B1D (Faststream)","26800","36827","Administrator","5","Policy"
"Department for International Development","Department for International Development","Policy & International","B43","B1 (HEO)","29118","35225","Administrator","10.8","Policy"
"Department for International Development","Department for International Development","Policy & International","B43","B2 (EO)","22106","27850","Administrator","8","Policy"
"Department for International Development","Department for International Development","Policy & International","B43","C1 (AO)","19249","22981","Administrator","4.7","Policy"
"Department for International Development","Department for International Development","Policy & International","B43","C1 (AO)","19249","22981","Administrator","4.7","Policy"
"Department for International Development","Department for International Development","Policy & International","B53","A1 (G6)","59265","69585","Administrator","2","Policy"
"Department for International Development","Department for International Development","Policy & International","B53","A2 (G7)","47459","57441","Administrator","7","Policy"
"Department for International Development","Department for International Development","Policy & International","B53","A2 (G7)","47459","57441","Administrator","7","Policy"
"Department for International Development","Department for International Development","Policy & International","B53","B1D (Faststream)","26800","36827","Administrator","1","Policy"
"Department for International Development","Department for International Development","Policy & International","B53","B1 (HEO)","29118","35225","Administrator","4","Policy"
"Department for International Development","Department for International Development","Policy & International","B53","B1 (HEO)","29118","35225","Administrator","4","Policy"
"Department for International Development","Department for International Development","Policy & International","B53","C1 (AO)","19249","22981","Administrator","1","Policy"
"Department for International Development","Department for International Development","Country programmes","B75","A2 (G7)","47459","57441","Administrator","2","Policy"
"Department for International Development","Department for International Development","Country programmes","B75","A2 (G7)","47459","57441","Administrator","2","Policy"
"Department for International Development","Department for International Development","Country programmes","B75","A2L (SEO)","38894","44817","Administrator","3","Policy"
"Department for International Development","Department for International Development","Country programmes","B75","B1D (Faststream)","26800","36827","Administrator","1","Policy"
"Department for International Development","Department for International Development","Country programmes","B75","B1D (Faststream)","26800","36827","Administrator","1","Policy"
"Department for International Development","Department for International Development","Country programmes","B75","B1 (HEO)","29118","35225","Administrator","0.5","Policy"
"Department for International Development","Department for International Development","Country programmes","B75","B2 (EO)","22106","27850","Administrator","2","Policy"
"Department for International Development","Department for International Development","Country programmes","B75","B2 (EO)","22106","27850","Administrator","2","Policy"
"Department for International Development","Department for International Development","Country programmes","B75","C1 (AO)","19249","22981","Administrator","1","Policy"
